flag,smile,predict,true
train,N#CC(c1ccccc1)C1CN2CCC1CC2,[13.471794128417969],[13.520000457763672]
train,Oc1c(Br)cc(Br)c(Br)c1O,[6.819962501525879],[6.820000171661377]
train,O=C1C2CC(CCN2)N1O,[7.646564960479736],[7.670000076293945]
train,CN(C)/N=N/c1ccccc1C(=O)NN,[13.041099548339844],[12.970000267028809]
train,Cc1cc(C=O)c(O)cc1O,[7.810998916625977],[7.710000038146973]
train,CC(=O)/C=C(/C=N/O)c1ccccc1,[9.795536041259766],[9.770000457763672]
train,CC(=O)NN(CCC#N)c1nc2ccccc2o1,[11.235591888427734],[11.210000038146973]
train,Cc1cn(Cc2ccccc2)c(O)n1,[12.715784072875977],[12.75]
train,CN(O)C(=O)CCCCc1ccccc1,[8.580681800842285],[8.529999732971191]
train,CC(=O)OCCCC(=O)O,[4.265772819519043],[4.21999979019165]
train,C[C@H](N)P(=O)(O)OCC(=O)O,[-0.7656673789024353],[-0.6899999976158142]
train,CC(=O)N(O)CCC1NC(=O)NC1=O,[8.156743049621582],[8.199999809265137]
train,O=P(O)(O)OP(=O)(O)SCCCCF,[2.073117971420288],[2.0399999618530273]
train,NCCc1cccc2nc(O)ccc12,[11.896438598632812],[11.920000076293945]
train,CC(C)(C)c1ccc(O)c(/C=N\O)c1,[7.021199703216553],[7.0]
train,CNC1=NC(=O)NOC1,[7.960283279418945],[7.920000076293945]
train,ON=C1c2ccccc2-c2cc(Br)ccc21,[6.202541828155518],[6.050000190734863]
train,Cn1cc(CC#N)c2cc(O)ccc21,[9.539588928222656],[9.550000190734863]
train,Cc1cccc(C)c1OCc1nnc(S)n1N,[7.674920082092285],[7.690000057220459]
train,O=C(O)c1cc(Cl)nnc1O,[3.381361484527588],[3.390000104904175]
train,O=C1CSC(c2cccnc2)=N1,[5.644091606140137],[5.550000190734863]
train,O=C(Nc1ccc(F)cc1)Oc1cccnc1O,[11.967828750610352],[11.949999809265137]
train,COc1cc(C(=O)O)cc(OC)c1OC,[3.9188761711120605],[3.9200000762939453]
train,O=C(O)CCC(=O)NCC(=O)O,[3.37424898147583],[3.3399999141693115]
train,O=P(O)(O)CCc1cccnc1,[1.783061146736145],[1.7999999523162842]
train,NCCCCC(C(=O)O)c1c[nH]cn1,[3.7651548385620117],[3.740000009536743]
train,CCC(CCC(=O)Nc1nncs1)C(=O)O,[3.753436326980591],[3.7699999809265137]
train,Cc1cccnc1N=C(S)NCCc1ccccc1,[4.3024773597717285],[4.260000228881836]
train,Sc1nnc(C2CC2)n1Cc1ccco1,[7.311441898345947],[7.329999923706055]
train,CCSC(=N)Nc1ccc(O)cc1,[9.745716094970703],[9.850000381469727]
train,Nc1c2c(nc3c(O)cccc13)CCCC2O,[7.639059543609619],[7.539999961853027]
train,CC/C=C/c1cc2c(O)cccc2c(=O)o1,[7.218496322631836],[7.179999828338623]
train,CC(N)(CF)C(=O)O,[2.0555849075317383],[2.1500000953674316]
train,O=C(NO)Nc1ccc(C(F)(F)F)cc1,[8.739927291870117],[8.760000228881836]
train,CO/C=C/C#CC1(O)CCN(C)CC1,[12.998600006103516],[13.069999694824219]
train,Oc1ccc[n+](Cc2ccccc2)c1,[6.337934494018555],[6.400000095367432]
train,O=C(O)CCCC1CCNC1,[4.622529983520508],[4.610000133514404]
train,Nc1ccc2oc(C(=O)O)cc(=O)c2c1,[1.6500794887542725],[1.9900000095367432]
train,N#Cc1n[nH]nc1-c1ccc(Br)cc1,[9.835103988647461],[9.800000190734863]
train,CCCCCCCCCCCCNc1cc(O)nc(O)n1,[8.781548500061035],[8.75]
train,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,[2.6084322929382324],[2.559999942779541]
train,NC(=O)c1cccc2c(O)nnnc12,[8.905271530151367],[8.770000457763672]
train,COc1ccc2sc3nnnc-3c(O)c2c1,[5.021285057067871],[5.190000057220459]
train,CC(=O)NC(=N)NCCC(=O)O,[3.8173584938049316],[3.7899999618530273]
train,O=C(O)/C=C\C(=O)Nc1ccccc1,[3.159543991088867],[3.1700000762939453]
train,Cc1ccc(C(C)(C)C)c(O)c1C(=O)O,[2.7048816680908203],[2.6700000762939453]
train,Cc1cc2nc(O)c(O)nc2cc1Cl,[11.209229469299316],[11.270000457763672]
train,N#CC(C#N)CC(=O)c1ccccc1,[8.879201889038086],[8.890000343322754]
train,O=C(Nc1ccon1)c1ccc(Br)s1,[10.259017944335938],[10.180000305175781]
train,CCOC(=O)NC(=S)c1ccc[nH]1,[11.415209770202637],[11.239999771118164]
train,CCc1cc(O)c(Oc2ccccc2F)cc1F,[8.32943344116211],[8.25]
train,NCC(O)c1cccc(O)c1,[9.698312759399414],[9.5600004196167]
train,CC[C@@H](Cl)[N+](=O)[O-],[8.671688079833984],[8.670000076293945]
train,CC(C)CCOc1cccc(O)c1,[9.537834167480469],[9.489999771118164]
train,O=CNC(=O)NC1CCc2ccccc21,[11.96641731262207],[11.90999984741211]
train,C/C(=N\O)C(=O)NCCN(C)C,[10.372610092163086],[10.40999984741211]
train,CC1CCN(C(=O)CC#N)CC1,[9.13129711151123],[9.149999618530273]
train,O=C(O)Cc1cc(=O)oc2cc(O)ccc12,[3.4053120613098145],[3.430000066757202]
train,CONC(=O)CCCCCNC(=O)c1ccccc1,[8.684298515319824],[8.579999923706055]
train,Oc1ccc(CCCCn2ccnc2S)cc1,[8.145613670349121],[8.109999656677246]
train,O=C(Nc1ccncc1)Nc1cccc(F)c1,[11.256272315979004],[11.149999618530273]
train,CCCCC#C[C@@H](O)[C@H](C)N,[13.066859245300293],[13.069999694824219]
train,O=C(O)c1ccccc1Br,[3.3029263019561768],[3.25]
train,Nc1ncc(CO)c(CO)c1O,[9.692975044250488],[9.829999923706055]
train,O=C(O)CCCNC(=O)c1cncc(O)c1,[2.851304531097412],[2.8399999141693115]
train,Cc1scc2c1CN1CC(=O)NC1=N2,[11.114843368530273],[11.050000190734863]
train,Cn1cnc2c1C1=NCCN1C(=O)N2,[9.543044090270996],[8.960000038146973]
train,Cc1c(Br)cc(C(=O)O)c(C)c1C,[4.131293773651123],[4.019999980926514]
train,CCCCN1CNS(=O)(=O)c2cnccc21,[9.6351318359375],[9.630000114440918]
train,Nc1nccnc1C(=O)Nc1ccccn1,[13.646749496459961],[13.619999885559082]
train,O=C(CCCC(=O)NO)NO,[8.67173957824707],[8.609999656677246]
train,COC(=O)Nc1ccncc1NC(=O)OC,[11.764713287353516],[11.75]
train,COC(=O)CC#N,[8.983105659484863],[8.979999542236328]
train,Cc1ccccc1OCCc1c(C)nc(S)nc1O,[8.93342399597168],[8.869999885559082]
train,CC(C)Cc1scnc1C(=O)Nc1nccs1,[10.168108940124512],[10.020000457763672]
train,CC(=O)Nc1ccc(-c2ccccc2)cc1O,[8.624481201171875],[8.600000381469727]
train,CC(C)NC(=O)c1ccc(O)cc1,[8.502059936523438],[8.479999542236328]
train,N=C1CCCN1Cc1nc[nH]c(=O)c1Cl,[7.271180629730225],[7.159999847412109]
train,O=C(O)Cc1cccc2nc(O)c(O)nc12,[3.471742630004883],[3.430000066757202]
train,CC1(c2ccco2)NC(=O)NC1=O,[8.801892280578613],[8.779999732971191]
train,Oc1[nH]cnc2c(Cc3ccsc3)cnc1-2,[8.410064697265625],[8.279999732971191]
train,O=S1(=O)CC(O)C(NCc2ccco2)C1,[13.746305465698242],[13.720000267028809]
train,Cc1ccc(NS(N)(=O)=O)cc1,[10.85191535949707],[10.770000457763672]
train,Oc1cccc2c1CNCC2,[8.435529708862305],[8.300000190734863]
train,S=C(Nc1ccccc1)OCCOc1ccccc1,[6.665359020233154],[6.699999809265137]
train,O=C(c1c[nH]c(O)n1)c1ccco1,[9.283830642700195],[9.050000190734863]
train,COCCC(=O)Nc1ccc(O)cc1,[9.441728591918945],[9.460000038146973]
train,Cc1cccc(C)c1NC(=O)[C@@H](C)N,[13.65639877319336],[13.649999618530273]
train,O=C(O)C1=CC2CCC1C2,[4.425124645233154],[4.480000019073486]
train,CCCc1c(O)c(=O)cc(C)n1C,[11.961405754089355],[11.90999984741211]
train,NC(S)=Nc1ccccc1Br,[6.61337423324585],[6.650000095367432]
train,NC/C=C/c1cnc(N)[nH]1,[13.026111602783203],[12.949999809265137]
train,C/C(=N\O)C(C)NC(=O)c1ccccc1,[9.296609878540039],[9.329999923706055]
train,Oc1ccc2[nH]c3cnccc3c2c1,[9.477521896362305],[9.4399995803833]
train,N#CCn1nnc2cc3cccnc3c(Cl)c21,[11.241002082824707],[11.239999771118164]
train,N#CNC(=O)Cc1ccccc1,[4.461298942565918],[4.440000057220459]
train,Cc1onc(C(=O)O)c1CC(N)C(=O)O,[1.4946937561035156],[1.5499999523162842]
train,OC(Cn1cncn1)c1ccc(Cl)cc1Cl,[13.718923568725586],[13.680000305175781]
train,Nc1ccc2c(c1)CN1CC(=O)NC1=N2,[11.054187774658203],[11.050000190734863]
train,CC(C)C1SC(Nc2ccccc2Cl)=NC1=O,[6.646600723266602],[6.769999980926514]
train,CP(=O)(O)CC(O)CN,[1.9121205806732178],[1.9299999475479126]
train,CCCCCNCCc1ccc(O)c(O)c1,[9.420360565185547],[9.3100004196167]
train,CCC(C)C(CC)C(=O)NC(N)=O,[11.70246410369873],[11.760000228881836]
train,CNNc1nncc(-c2cccc(Cl)c2)n1,[13.430404663085938],[13.579999923706055]
train,Oc1cccc2c1CC(Nc1ccccc1)CC2,[10.33076000213623],[10.289999961853027]
train,COc1nc(N)nc2[nH]cc(C#N)c12,[10.32815170288086],[10.329999923706055]
train,C[C@@H](N)Cc1ccc(O)cc1,[10.544745445251465],[10.479999542236328]
train,CC(c1cc2cccnc2o1)N(O)C(N)=O,[8.680256843566895],[8.65999984741211]
train,O=C(NC1=NCCS1)C1CCCCC1,[11.029118537902832],[10.960000038146973]
train,COCc1ccc(C=O)n1CCCC(=O)O,[4.184723377227783],[4.230000019073486]
train,N[C@@H](CCCNC(=O)CCl)C(=O)O,[2.0925917625427246],[2.0999999046325684]
train,CC/C(=N/O)c1ccc(Br)s1,[8.056480407714844],[8.239999771118164]
train,O=C(O)C1CCSc2cc(Cl)c(Cl)cc21,[3.412365436553955],[3.430000066757202]
train,Cc1[nH]c2ccc(F)cc2c1CC(=O)O,[4.236372470855713],[4.25]
train,CC(C)C(N)(C(=O)O)c1ccccc1,[2.399860382080078],[2.4200000762939453]
train,CCOC(=O)COc1ccccc1/C=N/O,[6.430929660797119],[6.389999866485596]
train,CC(N)(CCCC(N)C(=O)O)C(=O)O,[1.8478626012802124],[1.9199999570846558]
train,COc1c(Br)cc(C(=O)O)cc1Br,[4.186349868774414],[4.099999904632568]
train,NC(=O)c1ccc(CC(N)CS)cc1,[10.288342475891113],[10.300000190734863]
train,COc1ccccc1C(=O)Nc1nnn(C)n1,[10.991890907287598],[11.109999656677246]
train,COC1OC(CO)C(N=C(C)C)C1O,[12.663298606872559],[12.489999771118164]
train,CCCOCc1cc(=O)c(O)co1,[9.491366386413574],[9.609999656677246]
train,CC(C)Cc1nccc2nc(N)[nH]c12,[12.10214614868164],[12.109999656677246]
train,CC1C(=O)NC(=O)C1c1ccccc1,[10.151083946228027],[10.079999923706055]
train,NC(C1CCC1)P(=O)(O)O,[-0.24533028900623322],[-0.23999999463558197]
train,CC1NS(=O)(=O)N(C)C1=O,[8.95488452911377],[8.75]
train,CCc1ccc(NC(=O)Nc2ccon2)cc1,[8.3416166305542],[8.270000457763672]
train,COc1cc(O)cc(/C=C/c2ccccc2)c1,[8.884291648864746],[8.880000114440918]
train,COC(=O)NCC#CCn1cncc1C,[13.480504035949707],[13.430000305175781]
train,O=C(O)CCC(=O)NCc1ccccc1,[4.305351734161377],[4.389999866485596]
train,COc1ccc2c(c1)CC/C2=N\NC(N)=S,[11.674934387207031],[11.670000076293945]
train,Sc1nnc2c(n1)[nH]c1ccccc12,[9.610576629638672],[9.600000381469727]
train,O=C(O)c1ncsc1-c1ccccc1,[3.159458637237549],[3.1600000858306885]
train,O=C(Nc1nn[nH]n1)c1ccccc1O,[5.200318813323975],[5.170000076293945]
train,COc1ccc(OC)c(C(O)C(C)N)c1,[13.585171699523926],[13.609999656677246]
train,NC(N)c1ccc(CC(=O)C(=O)O)cc1,[2.915834903717041],[2.9700000286102295]
train,CSc1nncc2[nH]cnc12,[8.74081039428711],[8.800000190734863]
train,OC1(C#Cc2cnccn2)CN2CCC1CC2,[12.64318561553955],[12.460000038146973]
train,O=C(O)c1ccc(Cl)cc1O,[2.8181657791137695],[2.7799999713897705]
train,CC(=O)c1ccc(S(N)(=O)=O)cc1,[9.9962739944458],[9.899999618530273]
train,CCC(=O)Nc1cccc(C(=O)O)c1O,[2.6422038078308105],[2.640000104904175]
train,CCOC(=O)[C@@H](N)CS,[10.03266716003418],[9.960000038146973]
train,Fc1cccc(Cn2ncnc2S)c1,[7.140965461730957],[7.119999885559082]
train,CN(C)C1Cc2cccc3nc(O)n(c23)C1,[12.650479316711426],[12.699999809265137]
train,C/N=C(/Cc1c(O)ccc2ccccc12)NC,[8.844289779663086],[8.850000381469727]
train,O=C1NN(CCO)C(=S)Nc2ccccc21,[9.71773624420166],[9.579999923706055]
train,Cc1ccc(C2=NN(C(N)=S)CC2)cc1,[11.813172340393066],[11.699999809265137]
train,Oc1ccc2ccccc2c1N=Nc1ccccc1F,[11.852461814880371],[11.829999923706055]
train,COc1cccc(O)c1O,[9.57618236541748],[9.5600004196167]
train,CCCCCCCCCNc1ncnc2[nH]ccc12,[13.555520057678223],[13.59000015258789]
train,CCCCCCCCCCCCNCc1cccc(O)c1,[9.272303581237793],[8.859999656677246]
train,COc1ccccc1NC(=O)CCC(=O)O,[3.9619898796081543],[4.03000020980835]
train,C/N=C/c1c(O)[nH]c2ccccc12,[8.405072212219238],[8.319999694824219]
train,CCCC/C(CC)=N\NC(N)=O,[11.871953010559082],[11.90999984741211]
train,CCCCNCCCOc1cccc(O)c1C(=O)CC,[9.167210578918457],[9.15999984741211]
train,CCCCNc1c(NCC(=O)O)c(=O)c1=O,[3.855973958969116],[3.8499999046325684]
train,C[C@H](O)C(N)C(=O)O,[2.156909704208374],[2.2100000381469727]
train,CCC(C)c1cc(C)cc(C(C)CC)c1O,[11.183616638183594],[11.300000190734863]
train,CCSC1=NCN(CCCC(=O)O)CN1,[3.960071563720703],[3.9200000762939453]
train,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,[10.172496795654297],[10.15999984741211]
train,CCOc1ccc2[nH]c(NCCO)nc2c1,[12.691895484924316],[12.739999771118164]
train,CCCSc1nnc2[nH]c(=O)cc(C)n12,[8.53258991241455],[8.510000228881836]
train,CC1OC(=O)c2ccccc2NC1=O,[11.85716724395752],[11.899999618530273]
train,Cc1nn(C)c(C)c1NC(=O)CCl,[11.99290657043457],[11.920000076293945]
train,Oc1ccc(/N=N/c2cccc(Br)c2)cc1,[7.996435642242432],[7.909999847412109]
train,Cc1cscc1C(=O)Nc1cncnc1N(C)C,[13.952259063720703],[13.970000267028809]
train,CC1C(C)C(O)(c2ccccc2)CCN1C,[13.748160362243652],[13.800000190734863]
train,CC(=O)NBr,[11.203152656555176],[11.220000267028809]
train,CN(C)/C=N/CC(O)c1ccccc1,[13.75928020477295],[13.84000015258789]
train,NCC(=O)NCC(=O)OCc1ccccc1,[12.538050651550293],[12.479999542236328]
train,C/N=C(\S)C1(c2ccccn2)SCCCS1,[-0.25461941957473755],[-0.2800000011920929]
train,CC(C)(CO)[C@@H](O)C(=O)O,[3.899294853210449],[3.9600000381469727]
train,CNC(C)[C@@H](O)c1ccccc1,[13.831412315368652],[13.890000343322754]
train,N[C@@H]1CC2CC1c1c(O)cccc12,[10.541932106018066],[10.529999732971191]
train,O=c1[nH]cnc2ccc(Br)cc12,[10.211098670959473],[10.1899995803833]
train,NNC(=S)Nc1cc(Cl)c(Cl)cc1Cl,[13.61649227142334],[13.680000305175781]
train,O/N=C\c1c2c(cc3c1CCC3)CCC2,[8.11567497253418],[8.199999809265137]
train,O=C(O)C[C@@H]1CCCN1,[3.8331832885742188],[3.8399999141693115]
train,O=C(O)Cc1c[nH]c2cc(Cl)ccc12,[4.08530855178833],[4.110000133514404]
train,C=CCc1cc(-c2ccccc2)ccc1O,[9.223609924316406],[9.210000038146973]
train,Cc1cn(COCCN)c(=O)[nH]c1=O,[10.080018043518066],[10.079999923706055]
train,CCN1CCCC2c3cc(O)c(O)cc3CCC21,[10.102057456970215],[10.050000190734863]
train,NC(CCC1CCCCC1)P(=O)(O)O,[-0.2448279857635498],[-0.23999999463558197]
train,CCSc1nc(-c2ccccc2)n[nH]1,[9.043654441833496],[9.050000190734863]
train,N=C(N)SCc1ccc(C(=O)O)cc1,[4.039252281188965],[4.070000171661377]
train,O=C1CC(c2ccccc2F)n2ncnc2N1,[8.612561225891113],[8.600000381469727]
train,O=C1NC(=O)C(c2ccccc2)O1,[6.159327030181885],[6.28000020980835]
train,O=C1Nc2ccc(Cl)cc2C12OCCCO2,[10.965764045715332],[11.069999694824219]
train,Cc1nnc(NC(=O)C2CC2)s1,[6.941308975219727],[6.96999979019165]
train,Cc1nonc1-c1ccc(C(=O)O)cc1,[3.8305375576019287],[3.809999942779541]
train,Oc1c(Cl)c(Cl)c(O)c2c1CCCC2,[8.040321350097656],[7.960000038146973]
train,C[C@H](CS)C(=O)O,[4.6330156326293945],[4.659999847412109]
train,N#CCCCCSP(=O)(O)OP(=O)(O)O,[2.052476167678833],[2.0399999618530273]
train,CCCCCCCCCCCCS,[9.980570793151855],[10.199999809265137]
train,Cc1ccccc1Nc1ncc(C#N)c(N)n1,[11.416190147399902],[11.479999542236328]
train,Cc1ccc2nc(O)oc2n1,[7.686712741851807],[7.619999885559082]
train,Cc1ccc(C(=O)Nc2nccs2)cc1,[11.865206718444824],[11.920000076293945]
train,O=c1c2cccc(O)c2oc2cccc(O)c12,[7.792472839355469],[7.769999980926514]
train,O[C@@H]1C=NC[C@@H]1O,[12.839037895202637],[13.020000457763672]
train,CC(C)NC(=O)/C(=N\O)c1ccccc1,[7.402263164520264],[7.590000152587891]
train,CCC(=N\O)/C(C)=C/c1ccsc1,[10.612220764160156],[10.829999923706055]
train,Cc1c(C(=O)O)nnn1-c1nonc1N,[2.787931442260742],[2.8399999141693115]
train,O=C(O)c1c(O)cccc1CC1CCCCC1,[2.608694553375244],[2.630000114440918]
train,C=Cc1ccc(N(O)C(C)=O)cc1,[8.99314022064209],[9.020000457763672]
train,Nc1ncnc2c1C(=O)Nc1ccccc1N2,[13.047816276550293],[13.069999694824219]
train,Oc1ccc2c(c1)oc1cc(O)ccc12,[8.763936042785645],[8.819999694824219]
train,N=C(N)Nc1ncc(Cl)cc1CCC(=O)O,[3.3789687156677246],[3.4200000762939453]
train,CNC(=N)Nc1ccc(C(=O)O)cc1,[4.050459861755371],[4.019999980926514]
train,O=C(O)COc1ccc(Cl)cc1C1CCCCC1,[3.759359359741211],[3.809999942779541]
train,CCc1csc(Cc2c[nH]cn2)n1,[13.650646209716797],[13.65999984741211]
train,c1ccc2[nH]nnc2c1,[8.775811195373535],[8.630000114440918]
train,CCCCCCCCn1[nH]c2ccccc2c1=O,[10.158957481384277],[10.1899995803833]
train,Cc1cnc(C(=O)Nc2nnc(C)s2)cn1,[7.461208820343018],[7.46999979019165]
train,O=C(CSC1=NCCS1)Nc1cccc(F)c1,[13.060441017150879],[13.170000076293945]
train,CN(C)c1ccc(C(=O)O)cc1,[4.739275932312012],[4.760000228881836]
train,Oc1cc(CN2CCCCC2)nc(C2CC2)n1,[11.899569511413574],[11.90999984741211]
train,O=C1NC(=O)C(CS)(CS)N1,[8.489678382873535],[8.539999961853027]
train,NC(=O)c1[nH]nc2nc(S)nc(O)c12,[8.739445686340332],[8.670000076293945]
train,C/C=C(\NC(=O)CSCC)C(=O)O,[4.054783344268799],[4.090000152587891]
train,NC(=S)c1cc2cc(Br)ccc2oc1=O,[10.58491039276123],[10.670000076293945]
train,CC(C)Cn1c(S)nnc1-c1ccncc1,[7.785979270935059],[7.849999904632568]
train,O=c1[nH]c(=O)n(C2CCCC2)cc1I,[8.884690284729004],[8.8100004196167]
train,O=C(O)[C@H]1CNC[C@@H](O)C1,[3.5402026176452637],[3.509999990463257]
train,O=C/C=C/c1ccc(C(=O)O)cc1,[4.106470584869385],[4.110000133514404]
train,Oc1ccc(C2CCCNC2)cc1O,[10.035799980163574],[10.229999542236328]
train,CCCN(CCCSC)C1CCc2c(O)cccc2C1,[9.94616985321045],[9.949999809265137]
train,Oc1ccc(N(CCF)CCF)cc1,[10.25881290435791],[10.289999961853027]
train,O=C(CCCCCCC(=S)NO)Nc1ccccc1,[10.372420310974121],[10.3100004196167]
train,CCCCCCCC(=O)N/N=C/c1cccnc1,[11.803682327270508],[11.850000381469727]
train,N[C@H]1CC=CC[C@H]1C(=O)O,[3.999675750732422],[4.059999942779541]
train,CCCC(=O)Nc1nnc(Cc2ccccc2)s1,[6.93625020980835],[6.980000019073486]
train,O=C(N/N=C/c1ccncc1)c1ccccn1,[9.29573917388916],[9.239999771118164]
train,N#[N+]c1nccn1CC(=O)[O-],[2.4537854194641113],[2.5199999809265137]
train,N/C(=N/CCCCC(=O)O)NO,[4.136984825134277],[4.119999885559082]
train,O=C(OCc1ccccc1)c1ccccc1O,[9.702449798583984],[9.720000267028809]
train,Cc1cccc(Oc2cnc(O)nc2O)c1,[11.032074928283691],[11.119999885559082]
train,O=C(O)CCCC1CCC(=O)N1,[4.466439247131348],[4.480000019073486]
train,Nc1ccc2nc(NCCN3CCCCC3)oc2c1,[12.862445831298828],[13.09000015258789]
train,NC(=O)NCC(N)C(=O)O,[2.0062623023986816],[2.0299999713897705]
train,O=C(CF)NC1C(O)OC(CO)C(O)C1O,[10.798910140991211],[10.800000190734863]
train,CC(C)(C)NCC(O)c1sc(Br)cc1Br,[13.302639961242676],[13.3100004196167]
train,O=C(O)c1cc(S)c2ccc(Cl)cc2n1,[0.8786951303482056],[0.7599999904632568]
train,O=C(O)C(O)Cc1ccccc1O,[3.5859732627868652],[3.5899999141693115]
train,CSc1nc(O)cc(-c2ccc(F)cc2)n1,[11.9893217086792],[12.029999732971191]
train,S=C(N/N=C/c1cccs1)Nc1ccccc1,[11.358077049255371],[11.369999885559082]
train,NC(CC(=O)c1cccnc1)C(=O)O,[1.3811970949172974],[1.3899999856948853]
train,CCCSc1ccc2nc(NC(=O)OC)cn2c1,[12.701318740844727],[12.670000076293945]
train,CC(=O)Oc1c(C)cc(O)c2ccccc12,[9.142524719238281],[9.239999771118164]
train,C=CCn1c(S)nnc1CCC(O)COCCC,[7.7828826904296875],[7.849999904632568]
train,O=C(O)C(c1ccccc1)C1CCCCC1O,[4.487124919891357],[4.53000020980835]
train,CC1=CC(=O)N(CCCc2ccccc2)C1O,[10.575536727905273],[10.680000305175781]
train,O=C(O)COc1csc(Br)c1Br,[2.1632680892944336],[2.190000057220459]
train,CC12CN3CN(C1)CC(C)(C3)C2=NO,[11.111942291259766],[11.180000305175781]
train,CN1CCN(NC(=S)S)CC1,[1.6680983304977417],[1.690000057220459]
train,Cc1nc(O)c2c[nH]nc2n1,[9.220317840576172],[9.279999732971191]
train,COc1cc(C)c(O)c(OC)c1C(C)C,[10.786323547363281],[10.880000114440918]
train,Cc1ccc(NC2=NC(=O)CS2)cc1C,[4.779212474822998],[4.900000095367432]
train,CCCCc1ccc(C(=O)O)nc1,[1.1313438415527344],[1.1399999856948853]
train,CCCN1CCCCC(c2cccc(O)c2)C1,[9.524280548095703],[9.420000076293945]
train,C=CCC1(CC)C(=O)NC(=S)NC1=O,[7.138749122619629],[7.199999809265137]
train,CNC(=O)Nc1ccccn1,[11.854621887207031],[11.850000381469727]
train,CCNc1nnc(-c2nsc3ccccc23)o1,[11.40927505493164],[11.4399995803833]
train,O=C1NCN(CCO)CN1,[13.205352783203125],[13.270000457763672]
train,COc1ccc(NC(=O)Nc2cccs2)cn1,[9.86384391784668],[9.880000114440918]
train,Sc1nc(C2CCCCC2)nn1Cc1ccccc1,[7.890860080718994],[7.960000038146973]
train,CCc1n[nH]c(=O)n1-c1ccncc1,[9.522124290466309],[9.640000343322754]
train,NC(=S)N/N=C/CC(=O)c1ccccc1,[11.743999481201172],[11.760000228881836]
train,O=c1[nH]c(=O)n(COCCO)cc1Cl,[8.408683776855469],[8.380000114440918]
train,O=C1OC2(CCCCC2)c2ccnc(S)c21,[7.272650241851807],[7.369999885559082]
train,O/N=C1\CSc2ccccc2C1,[10.768648147583008],[10.880000114440918]
train,CCC(=N\O)/C(C)=C/c1ccncc1,[10.457162857055664],[10.619999885559082]
train,Oc1cccc2[nH]cc(CCN3CCCC3)c12,[8.774194717407227],[8.779999732971191]
train,CC(CCCO)NCC(O)c1ccc(O)c(O)c1,[9.192231178283691],[8.930000305175781]
train,Cc1ccc2c(O)cc(-c3cccs3)nc2n1,[9.018001556396484],[9.050000190734863]
train,O=C(O)CCC(O)c1ccc(Br)cc1,[3.5218822956085205],[3.4600000381469727]
train,Oc1cc2ccccc2nc1-c1ccccc1,[9.557514190673828],[9.640000343322754]
train,C#CC(CN)c1ccc(O)cc1,[9.153047561645508],[9.140000343322754]
